Prefix	FirstName	MiddleName	LastName	Suffix	Address	City	State	Zip+4	114 St/Dis	BioguideID	Party
The Honorable	Cathy		McMorris Rodgers		203 Cannon House Office Building	Washington	DC	20515-4705	WA05	M001159	R
The Honorable	Jerry		McNerney		2265 Rayburn House Office Building	Washington	DC	20515-0509	CA09	M001166	D
The Honorable	Martha		McSally		1029 Longworth House Office Building	Washington	DC	20515-0302	AZ02	M001197	R
The Honorable	Mark		Meadows		1024 Longworth House Office Building	Washington	DC	20515-3311	NC11	M001187	R
The Honorable	Patrick		Meehan		434 Cannon House Office Building	Washington	DC	20515-3807	PA07	M001181	R
The Honorable	Gregory	W.	Meeks		2234 Rayburn House Office Building	Washington	DC	20515-3205	NY05	M001137	D
The Honorable	Grace		Meng		1317 Longworth House Office Building	Washington	DC	20515-3206	NY06	M001188	D
The Honorable	Luke		Messer		508 Cannon House Office Building	Washington	DC	20515-1406	IN06	M001189	R
The Honorable	John	L.	Mica		2187 Rayburn House Office Building	Washington	DC	20515-0907	FL07	M000689	R
The Honorable	Candice	S.	Miller		320 Cannon House Office Building	Washington	DC	20515-2210	MI10	M001150	R
The Honorable	Jeff		Miller		336 Cannon House Office Building	Washington	DC	20515-0901	FL01	M001144	R
The Honorable	John	R.	Moolenaar		117 Cannon House Office Building	Washington	DC	20515-2204	MI04	M001194	R
The Honorable	Alexander	X.	Mooney		1232 Longworth House Office Building	Washington	DC	20515-4802	WV02	M001195	R
The Honorable	Gwen		Moore		2245 Rayburn House Office Building	Washington	DC	20515-4904	WI04	M001160	D
The Honorable	Seth		Moulton		1408 Longworth House Office Building	Washington	DC	20515-2106	MA06	M001196	D
The Honorable	Markwayne		Mullin		1113 Longworth House Office Building	Washington	DC	20515-3602	OK02	M001190	R
The Honorable	Mick		Mulvaney		2419 Rayburn House Office Building	Washington	DC	20515-4005	SC05	M001182	R
The Honorable	Patrick		Murphy		211 Cannon House Office Building	Washington	DC	20515-0918	FL18	M001191	D
The Honorable	Tim		Murphy		2332 Rayburn House Office Building	Washington	DC	20515-3818	PA18	M001151	R
The Honorable	Jerrold		Nadler		2109 Rayburn House Office Building	Washington	DC	20515-3210	NY10	N000002	D
The Honorable	Grace	F.	Napolitano		1610 Longworth House Office Building	Washington	DC	20515-0532	CA32	N000179	D
The Honorable	Richard	E.	Neal		341 Cannon House Office Building	Washington	DC	20515-2101	MA01	N000015	D
The Honorable	Randy		Neugebauer		1424 Longworth House Office Building	Washington	DC	20515-4319	TX19	N000182	R
The Honorable	Dan		Newhouse		1641 Longworth House Office Building	Washington	DC	20515-4704	WA04	N000189	R
The Honorable	Kristi	L.	Noem		2422 Rayburn House Office Building	Washington	DC	20515-4100	SD00	N000184	R
The Honorable	Richard	M.	Nolan		2366 Rayburn House Office Building	Washington	DC	20515-2308	MN08	N000127	D
The Honorable	Donald		Norcross		1531 Longworth House Office Building	Washington	DC	20515-3001	NJ01	N000188	D
The Honorable	Eleanor	Holmes	Norton		2136 Rayburn House Office Building	Washington	DC	20515-5101	DC00	N000147	D
The Honorable	Richard	B.	Nugent		1727 Longworth House Office Building	Washington	DC	20515-0911	FL11	N000185	R
The Honorable	Devin		Nunes		1013 Longworth House Office Building	Washington	DC	20515-0522	CA22	N000181	R
The Honorable	Beto		O’Rourke		1330 Longworth House Office Building	Washington	DC	20515-4316	TX16	O000170	D
			Office of the Eighth Congressional District of Ohio		1011 Longworth House Office Building	Washington	DC	20515-3508	OH08		
The Honorable	Pete		Olson		2133 Rayburn House Office Building	Washington	DC	20515-4322	TX22	O000168	R
The Honorable	Steven	M.	Palazzo		331 Cannon House Office Building	Washington	DC	20515-2404	MS04	P000601	R
The Honorable	Frank		Pallone	Jr.	237 Cannon House Office Building	Washington	DC	20515-3006	NJ06	P000034	D
The Honorable	Gary	J.	Palmer		206 Cannon House Office Building	Washington	DC	20515-0106	AL06	P000609	R
The Honorable	Bill		Pascrell	Jr.	2370 Rayburn House Office Building	Washington	DC	20515-3009	NJ09	P000096	D
The Honorable	Erik		Paulsen		127 Cannon House Office Building	Washington	DC	20515-2303	MN03	P000594	R
The Honorable	Donald	M.	Payne	Jr.	103 Cannon House Office Building	Washington	DC	20515-3010	NJ10	P000604	D
The Honorable	Stevan		Pearce		2432 Rayburn House Office Building	Washington	DC	20515-3102	NM02	P000588	R
The Honorable	Nancy		Pelosi		233 Cannon House Office Building	Washington	DC	20515-0512	CA12	P000197	D
The Honorable	Ed		Perlmutter		1410 Longworth House Office Building	Washington	DC	20515-0607	CO07	P000593	D
The Honorable	Scott		Perry		1207 Longworth House Office Building	Washington	DC	20515-3804	PA04	P000605	R
The Honorable	Scott	H.	Peters		1122 Longworth House Office Building	Washington	DC	20515-0552	CA52	P000608	D
The Honorable	Collin	C.	Peterson		2204 Rayburn House Office Building	Washington	DC	20515-2307	MN07	P000258	D
The Honorable	Pedro	R.	Pierluisi		2410 Rayburn House Office Building	Washington	DC	20515-5401	PR00	P000596	D
The Honorable	Chellie		Pingree		2162 Rayburn House Office Building	Washington	DC	20515-1901	ME01	P000597	D
The Honorable	Robert		Pittenger		224 Cannon House Office Building	Washington	DC	20515-3309	NC09	P000606	R
The Honorable	Joseph	R.	Pitts		420 Cannon House Office Building	Washington	DC	20515-3816	PA16	P000373	R
The Honorable	Stacey	E.	Plaskett		509 Cannon House Office Building	Washington	DC	20515-5500	VI00	P000610	D
The Honorable	Mark		Pocan		313 Cannon House Office Building	Washington	DC	20515-4902	WI02	P000607	D
The Honorable	Ted		Poe		2412 Rayburn House Office Building	Washington	DC	20515-4302	TX02	P000592	R
The Honorable	Bruce		Poliquin		426 Cannon House Office Building	Washington	DC	20515-1902	ME02	P000611	R
The Honorable	Jared		Polis		1433 Longworth House Office Building	Washington	DC	20515-0602	CO02	P000598	D
The Honorable	Mike		Pompeo		436 Cannon House Office Building	Washington	DC	20515-1604	KS04	P000602	R
The Honorable	Bill		Posey		120 Cannon House Office Building	Washington	DC	20515-0908	FL08	P000599	R
The Honorable	David	E.	Price		2108 Rayburn House Office Building	Washington	DC	20515-3304	NC04	P000523	D
The Honorable	Tom		Price		100 Cannon House Office Building	Washington	DC	20515-1006	GA06	P000591	R
The Honorable	Mike		Quigley		2458 Rayburn House Office Building	Washington	DC	20515-1305	IL05	Q000023	D
The Honorable	Aumua Amata	Coleman	Radewagen		1339 Longworth House Office Building	Washington	DC	20515-5200	AS00	R000600	R
The Honorable	Charles	B.	Rangel		2354 Rayburn House Office Building	Washington	DC	20515-3213	NY13	R000053	D
The Honorable	John		Ratcliffe		325 Cannon House Office Building	Washington	DC	20515-4304	TX04	R000601	R
The Honorable	Tom		Reed		2437 Rayburn House Office Building	Washington	DC	20515-3223	NY23	R000585	R
The Honorable	David	G.	Reichert		1127 Longworth House Office Building	Washington	DC	20515-4708	WA08	R000578	R
The Honorable	James	B.	Renacci		328 Cannon House Office Building	Washington	DC	20515-3516	OH16	R000586	R
The Honorable	Reid	J.	Ribble		1513 Longworth House Office Building	Washington	DC	20515-4908	WI08	R000587	R
The Honorable	Kathleen	M.	Rice		1508 Longworth House Office Building	Washington	DC	20515-3204	NY04	R000602	D
The Honorable	Tom		Rice		223 Cannon House Office Building	Washington	DC	20515-4007	SC07	R000597	R
The Honorable	Cedric	L.	Richmond		240 Cannon House Office Building	Washington	DC	20515-1802	LA02	R000588	D
The Honorable	E.	Scott	Rigell		418 Cannon House Office Building	Washington	DC	20515-4602	VA02	R000589	R
The Honorable	Martha		Roby		442 Cannon House Office Building	Washington	DC	20515-0102	AL02	R000591	R
The Honorable	David	P.	Roe		407 Cannon House Office Building	Washington	DC	20515-4201	TN01	R000582	R
The Honorable	Harold		Rogers		2406 Rayburn House Office Building	Washington	DC	20515-1705	KY05	R000395	R
The Honorable	Mike		Rogers		324 Cannon House Office Building	Washington	DC	20515-0103	AL03	R000575	R
The Honorable	Dana		Rohrabacher		2300 Rayburn House Office Building	Washington	DC	20515-0548	CA48	R000409	R
The Honorable	Todd		Rokita		1717 Longworth House Office Building	Washington	DC	20515-1404	IN04	R000592	R
The Honorable	Thomas	J.	Rooney		2160 Rayburn House Office Building	Washington	DC	20515-0917	FL17	R000583	R
The Honorable	Peter	J.	Roskam		2246 Rayburn House Office Building	Washington	DC	20515-1306	IL06	R000580	R
The Honorable	Ileana		Ros-Lehtinen		2206 Rayburn House Office Building	Washington	DC	20515-0927	FL27	R000435	R
The Honorable	Dennis	A.	Ross		229 Cannon House Office Building	Washington	DC	20515-0915	FL15	R000593	R
The Honorable	Keith	J.	Rothfus		1205 Longworth House Office Building	Washington	DC	20515-3812	PA12	R000598	R
The Honorable	David		Rouzer		424 Cannon House Office Building	Washington	DC	20515-3307	NC07	R000603	R
The Honorable	Lucille		Roybal-Allard		2330 Rayburn House Office Building	Washington	DC	20515-0540	CA40	R000486	D
The Honorable	Edward	R.	Royce		2310 Rayburn House Office Building	Washington	DC	20515-0539	CA39	R000487	R
The Honorable	Raul		Ruiz		1319 Longworth House Office Building	Washington	DC	20515-0536	CA36	R000599	D
The Honorable	C.	A. Dutch	Ruppersberger		2416 Rayburn House Office Building	Washington	DC	20515-2002	MD02	R000576	D
The Honorable	Bobby	L.	Rush		2188 Rayburn House Office Building	Washington	DC	20515-1301	IL01	R000515	D
The Honorable	Steve		Russell		128 Cannon House Office Building	Washington	DC	20515-3605	OK05	R000604	R
The Honorable	Paul	D.	Ryan		1233 Longworth House Office Building	Washington	DC	20515-4901	WI01	R000570	R
The Honorable	Tim		Ryan		1421 Longworth House Office Building	Washington	DC	20515-3513	OH13	R000577	D
The Honorable	Gregorio	Kilili Camacho	Sablan		423 Cannon House Office Building	Washington	DC	20515-5201	MP00	S001177	D
The Honorable	Matt		Salmon		2349 Rayburn House Office Building	Washington	DC	20515-0305	AZ05	S000018	R
The Honorable	Loretta		Sanchez		1211 Longworth House Office Building	Washington	DC	20515-0546	CA46	S000030	D
The Honorable	Linda	T.	Sánchez		2329 Rayburn House Office Building	Washington	DC	20515-0538	CA38	S001156	D
The Honorable	Mark		Sanford		2201 Rayburn House Office Building	Washington	DC	20515-4001	SC01	S000051	R
The Honorable	John	P.	Sarbanes		2444 Rayburn House Office Building	Washington	DC	20515-2003	MD03	S001168	D
The Honorable	Steve		Scalise		2338 Rayburn House Office Building	Washington	DC	20515-1801	LA01	S001176	R
The Honorable	Janice	D.	Schakowsky		2367 Rayburn House Office Building	Washington	DC	20515-1309	IL09	S001145	D
The Honorable	Adam	B.	Schiff		2411 Rayburn House Office Building	Washington	DC	20515-0528	CA28	S001150	D
The Honorable	Kurt		Schrader		2431 Rayburn House Office Building	Washington	DC	20515-3705	OR05	S001180	D
The Honorable	David		Schweikert		409 Cannon House Office Building	Washington	DC	20515-0306	AZ06	S001183	R
The Honorable	Austin		Scott		2417 Rayburn House Office Building	Washington	DC	20515-1008	GA08	S001189	R
The Honorable	David		Scott		225 Cannon House Office Building	Washington	DC	20515-1013	GA13	S001157	D
The Honorable	Robert	C. “Bobby”	Scott		1201 Longworth House Office Building	Washington	DC	20515-4603	VA03	S000185	D
The Honorable	F.	James	Sensenbrenner	Jr.	2449 Rayburn House Office Building	Washington	DC	20515-4905	WI05	S000244	R
The Honorable	José	E.	Serrano		2227 Rayburn House Office Building	Washington	DC	20515-3215	NY15	S000248	D
The Honorable	Pete		Sessions		2233 Rayburn House Office Building	Washington	DC	20515-4332	TX32	S000250	R
The Honorable	Terri	A.	Sewell		1133 Longworth House Office Building	Washington	DC	20515-0107	AL07	S001185	D
The Honorable	Brad		Sherman		2242 Rayburn House Office Building	Washington	DC	20515-0530	CA30	S000344	D
The Honorable	John		Shimkus		2217 Rayburn House Office Building	Washington	DC	20515-1315	IL15	S000364	R
The Honorable	Bill		Shuster		2268 Rayburn House Office Building	Washington	DC	20515-3809	PA09	S001154	R
The Honorable	Michael	K.	Simpson		2312 Rayburn House Office Building	Washington	DC	20515-1202	ID02	S001148	R
The Honorable	Kyrsten		Sinema		1530 Longworth House Office Building	Washington	DC	20515-0309	AZ09	S001191	D
The Honorable	Albio		Sires		2342 Rayburn House Office Building	Washington	DC	20515-3008	NJ08	S001165	D
The Honorable	Louise	McIntosh	Slaughter		2469 Rayburn House Office Building	Washington	DC	20515-3225	NY25	S000480	D
The Honorable	Adam		Smith		2264 Rayburn House Office Building	Washington	DC	20515-4709	WA09	S000510	D
The Honorable	Adrian		Smith		2241 Rayburn House Office Building	Washington	DC	20515-2703	NE03	S001172	R
The Honorable	Christopher	H.	Smith		2373 Rayburn House Office Building	Washington	DC	20515-3004	NJ04	S000522	R
The Honorable	Jason		Smith		1118 Longworth House Office Building	Washington	DC	20515-2508	MO08	S001195	R
The Honorable	Lamar		Smith		2409 Rayburn House Office Building	Washington	DC	20515-4321	TX21	S000583	R
The Honorable	Jackie		Speier		2465 Rayburn House Office Building	Washington	DC	20515-0514	CA14	S001175	D
The Honorable	Elise	M.	Stefanik		512 Cannon House Office Building	Washington	DC	20515-3221	NY21	S001196	R
The Honorable	Chris		Stewart		323 Cannon House Office Building	Washington	DC	20515-4402	UT02	S001192	R
The Honorable	Steve		Stivers		1022 Longworth House Office Building	Washington	DC	20515-3515	OH15	S001187	R
The Honorable	Marlin	A.	Stutzman		2418 Rayburn House Office Building	Washington	DC	20515-1403	IN03	S001188	R
The Honorable	Eric		Swalwell		129 Cannon House Office Building	Washington	DC	20515-0515	CA15	S001193	D
The Honorable	Mark		Takai		422 Cannon House Office Building	Washington	DC	20515-1101	HI01	T000473	D
The Honorable	Mark		Takano		1507 Longworth House Office Building	Washington	DC	20515-0541	CA41	T000472	D
The Honorable	Bennie	G.	Thompson		2466 Rayburn House Office Building	Washington	DC	20515-2402	MS02	T000193	D
The Honorable	Glenn		Thompson		124 Cannon House Office Building	Washington	DC	20515-3805	PA05	T000467	R
The Honorable	Mike		Thompson		231 Cannon House Office Building	Washington	DC	20515-0505	CA05	T000460	D
The Honorable	Mac		Thornberry		2208 Rayburn House Office Building	Washington	DC	20515-4313	TX13	T000238	R
The Honorable	Patrick	J.	Tiberi		1203 Longworth House Office Building	Washington	DC	20515-3512	OH12	T000462	R
The Honorable	Scott	R.	Tipton		218 Cannon House Office Building	Washington	DC	20515-0603	CO03	T000470	R
The Honorable	Dina		Titus		401 Cannon House Office Building	Washington	DC	20515-2801	NV01	T000468	D
The Honorable	Paul		Tonko		2463 Rayburn House Office Building	Washington	DC	20515-3220	NY20	T000469	D
The Honorable	Norma	J.	Torres		516 Cannon House Office Building	Washington	DC	20515-0535	CA35	T000474	D
The Honorable	David	A.	Trott		1722 Longworth House Office Building	Washington	DC	20515-2211	MI11	T000475	R
The Honorable	Niki		Tsongas		1714 Longworth House Office Building	Washington	DC	20515-2103	MA03	T000465	D
The Honorable	Michael	R.	Turner		2239 Rayburn House Office Building	Washington	DC	20515-3510	OH10	T000463	R
The Honorable	Fred		Upton		2183 Rayburn House Office Building	Washington	DC	20515-2206	MI06	U000031	R
The Honorable	David	G.	Valadao		1004 Longworth House Office Building	Washington	DC	20515-0521	CA21	V000129	R
The Honorable	Chris		Van Hollen		1707 Longworth House Office Building	Washington	DC	20515-2008	MD08	V000128	D
The Honorable	Juan		Vargas		1605 Longworth House Office Building	Washington	DC	20515-0551	CA51	V000130	D
The Honorable	Marc	A.	Veasey		414 Cannon House Office Building	Washington	DC	20515-4333	TX33	V000131	D
The Honorable	Filemon		Vela		437 Cannon House Office Building	Washington	DC	20515-4334	TX34	V000132	D
The Honorable	Nydia	M.	Velázquez		2302 Rayburn House Office Building	Washington	DC	20515-3207	NY07	V000081	D
The Honorable	Peter	J.	Visclosky		2328 Rayburn House Office Building	Washington	DC	20515-1401	IN01	V000108	D
The Honorable	Ann		Wagner		435 Cannon House Office Building	Washington	DC	20515-2502	MO02	W000812	R
The Honorable	Tim		Walberg		2436 Rayburn House Office Building	Washington	DC	20515-2207	MI07	W000798	R
The Honorable	Greg		Walden		2185 Rayburn House Office Building	Washington	DC	20515-3702	OR02	W000791	R
The Honorable	Mark		Walker		312 Cannon House Office Building	Washington	DC	20515-3306	NC06	W000819	R
The Honorable	Jackie		Walorski		419 Cannon House Office Building	Washington	DC	20515-1402	IN02	W000813	R
The Honorable	Mimi		Walters		236 Cannon House Office Building	Washington	DC	20515-0545	CA45	W000820	R
The Honorable	Timothy	J.	Walz		1034 Longworth House Office Building	Washington	DC	20515-2301	MN01	W000799	D
The Honorable	Debbie		Wasserman Schultz		1114 Longworth House Office Building	Washington	DC	20515-0923	FL23	W000797	D
The Honorable	Maxine		Waters		2221 Rayburn House Office Building	Washington	DC	20515-0543	CA43	W000187	D
The Honorable	Bonnie		Watson Coleman		126 Cannon House Office Building	Washington	DC	20515-3012	NJ12	W000822	D
The Honorable	Randy	K.	Weber	Sr.	510 Cannon House Office Building	Washington	DC	20515-4314	TX14	W000814	R
The Honorable	Daniel		Webster		1039 Longworth House Office Building	Washington	DC	20515-0910	FL10	W000806	R
The Honorable	Peter		Welch		2303 Rayburn House Office Building	Washington	DC	20515-4500	VT00	W000800	D
The Honorable	Brad	R.	Wenstrup		1318 Longworth House Office Building	Washington	DC	20515-3502	OH02	W000815	R
The Honorable	Bruce		Westerman		130 Cannon House Office Building	Washington	DC	20515-0404	AR04	W000821	R
The Honorable	Lynn	A.	Westmoreland		2202 Rayburn House Office Building	Washington	DC	20515-1003	GA03	W000796	R
The Honorable	Ed		Whitfield		2184 Rayburn House Office Building	Washington	DC	20515-1701	KY01	W000413	R
The Honorable	Roger		Williams		1323 Longworth House Office Building	Washington	DC	20515-4325	TX25	W000816	R
The Honorable	Frederica	S.	Wilson		208 Cannon House Office Building	Washington	DC	20515-0924	FL24	W000808	D
The Honorable	Joe		Wilson		2229 Rayburn House Office Building	Washington	DC	20515-4002	SC02	W000795	R
The Honorable	Robert	J.	Wittman		2454 Rayburn House Office Building	Washington	DC	20515-4601	VA01	W000804	R
The Honorable	Steve		Womack		1119 Longworth House Office Building	Washington	DC	20515-0403	AR03	W000809	R
The Honorable	Rob		Woodall		1724 Longworth House Office Building	Washington	DC	20515-1007	GA07	W000810	R
The Honorable	John	A.	Yarmuth		403 Cannon House Office Building	Washington	DC	20515-1703	KY03	Y000062	D
The Honorable	Kevin		Yoder		215 Cannon House Office Building	Washington	DC	20515-1603	KS03	Y000063	R
The Honorable	Ted	S.	Yoho		511 Cannon House Office Building	Washington	DC	20515-0903	FL03	Y000065	R
The Honorable	David		Young		515 Cannon House Office Building	Washington	DC	20515-1503	IA03	Y000066	R
The Honorable	Don		Young		2314 Rayburn House Office Building	Washington	DC	20515-0200	AK00	Y000033	R
The Honorable	Todd	C.	Young		1007 Longworth House Office Building	Washington	DC	20515-1409	IN09	Y000064	R
The Honorable	Lee	M.	Zeldin		1517 Longworth House Office Building	Washington	DC	20515-3201	NY01	Z000017	R
The Honorable	Ryan	K.	Zinke		113 Cannon House Office Building	Washington	DC	20515-2600	MT00	Z000018	R
